gene	control	dpi1
USE1	0	0.687595793
CISD1	0	0.554316273
GGA3	0	0.153679068
C9ORF78	0	0.152814103
CLIC5	0	0.059938755
FAM120A	0	0.09599875
GDE1	0	0.247760788
WWOX	0	0.304903495
GLTP	0	0.509160765
SPG21	0	0.350598358
MRPL35	0	0.195280083
GRHL1	0	0.146840168
UBP1	0	0.214547243
IGF2BP1	0	0.128079745
EIF2AK3	0	0.287726118
COQ3	0	0.152118043
MTCH1	0	0.190557598
NUDT4	0	0.205793898
ZNF224	0	0.398438995
HSPBP1	0	0.21229097
MAT2B	0	0.3978137
MYOF	0	0.062353165
ITSN2	0	0.011174073
GLTSCR1	0	0.89886669
GLTSCR2	0	0.324201673
ARHGEF12	0	0.117913653
CNOT2	0	0.033973433
C1RL	0	0.412827335
NCKIPSD	0	0.368404075
CALML5	0	0.26711478
OGFR	0	0.161051178
FLRT3	0	0.029206458
MSRB1	0	0.861620233
MPP6	0	0.272300555
CHMP5	0	0.390498955
COMMD9	0	0.139776165
CWC15	0	0.082675645
MRPL15	0	0.232064533
THYN1	0	0.216398443
CRIPT	0	-0.015281903
CCDC59	0	0.111118765
NDUFAF4	0	0.238728283
HACD3	0	0.131340735
MED11	0	0.274262333
CCDC167	0	0.213549035
EMC3	0	0.14213003
NDUFA13	0	0.04341659
PDP1	0	0.20310635
KCMF1	0	-0.132683853
RAI14	0	0.002563145
VAPA	0	-0.02290596
ZKSCAN7	0	0.25493501
MRPL27	0	0.258953498
RNF181	0	0.194342803
C6ORF203	0	0.234422283
GSKIP	0	0.538111093
TMEM14C	0	0.35348742
ZNF581	0	0.17341752
TMEM9	0	-0.02646071
TOMM7	0	1.126594545
SENP1	0	0.423402333
CXXC1	0	0.39265351
SH3BP4	0	0.230815358
10-Sep	0	0.07478312
HMG20B	0	0.492509623
ABRACL	0	0.264533223
ZNRD1	0	0.140500478
CAMSAP3	0	0.125867305
PHRF1	0	0.05958122
CALCOCO1	0	0.244386785
KIAA1522	0	0.090859085
POGK	0	0.347813975
CCDC88C	0	0.431164753
ARHGAP23	0	0.12694735
STIM2	0	0.293856128
VPS18	0	0.365173115
RCC2	0	0.099716868
KIAA1468	0	0.02105788
DIP2B	0	0.005537785
SLAIN2	0	0.53051973
USP36	0	0.12880765
FNIP2	0	0.768197353
BCCIP	0	0.0379303
STK26	0	0.051822993
ARMCX1	0	0.412826958
PTGFRN	0	0.118067883
CTTNBP2NL	0	0.120582673
CFAP97	0	0.368377138
HEATR5B	0	0.23940439
ZNFX1	0	0.017983475
CHPF2	0	0.170704248
RRBP1	0	0.058650383
ANKIB1	0	0.04008371
CPSF2	0	0.110958883
LARS	0	0.106073188
ZNF624	0	0.203561408
PDP2	0	0.29910977
TXNDC16	0	0.246425865
RCOR3	0	0.227748268
MYEF2	0	0.178136448
EIF2AK4	0	0.135463573
CGN	0	0.095420178
ADAMTS9	0	0.24899441
RBM27	0	-0.027582435
KANSL3	0	0.459858745
FRMD4A	0	-0.034579288
ANKFY1	0	0.155634955
RERE	0	0.47871602
SUCLA2	0	0.226329335
GMPR2	0	0.246312298
STX18	0	0.643574725
DPM3	0	0.05561791
IMPACT	0	0.354515398
ZNF219	0	0.186928195
ATXN10	0	0.102218088
MBD2	0	0.090957428
NCDN	0	0.161789558
TFIP11	0	0.159990528
NFKBIL1	0	0.411122925
EPS15L1	0	-0.013893923
ORC3	0	0.185682885
SAE1	0	0.27971942
COPG2	0	0.04862164
RNF7	0	0.079956165
PI4KB	0	0.28951961
COMMD3	0	0.136731983
GNG12	0	0.110252118
ASH2L	0	0.25380126
DHCR7	0	0.345745598
HDAC6	0	0.163607493
SPAST	0	0.225937805
DKK3	0	0.271492588
GULP1	0	0.089428518
VPS29	0	-0.025843345
EIF3K	0	0.20666737
GRHPR	0	0.038962035
CTSZ	0	0.248637203
RPS6KB2	0	0.06347147
DNAJB11	0	0.080563538
RNF14	0	0.41348973
SUCO	0	0.18835687
UBA2	0	0.359754953
FAM8A1	0	0.03148463
MORF4L1	0	0.046279873
NXF1	0	0.096835985
SEL1L	0	0.048975148
PEF1	0	0.09281677
ZMYM2	0	0.03971445
COPS7A	0	0.414745888
SLC25A10	0	0.344651405
FBLN5	0	0.144299343
SLC9A2	0	0.869110315
CLN8	0	0.005313085
PPP1R1B	0	1.199168703
AASS	0	0.28076611
ZNF282	0	0.212005313
UQCR10	0	-0.121706838
MTFP1	0	0.203375983
TJP2	0	0.117695133
MALT1	0	0.41463461
CFDP1	0	0.164290555
ZNF629	0	0.0990292
DAXX	0	0.04947343
VTI1B	0	0.327238498
STK39	0	0.585330858
ADD3	0	0.0582724
LRWD1	0	0.109130175
C19ORF25	0	0.130281463
NIPSNAP3A	0	0.11131429
CGGBP1	0	0.390132495
PISD	0	0.310557593
ABCF2	0	0.239671013
MTRF1L	0	0.127451848
TES	0	0.018174365
TUBGCP4	0	0.499575963
STAP2	0	0.237149793
KDM5B	0	0.176558135
WARS2	0	0.14553235
PARP2	0	0.19929597
LIMD1	0	0.231115405
POLL	0	0.117252555
SEC63	0	0.227356115
CACFD1	0	0.076993243
ZC3H7B	0	0.135631148
SUSD2	0	0.18250531
TCF20	0	0.093828443
HMGXB4	0	0.439920628
NDRG3	0	0.060408143
NOL12	0	0.242720353
ARMCX3	0	0.075286935
SWAP70	0	0.265643613
MLX	0	0.487235403
SUN2	0	0.161096645
SS18L2	0	0.42181291
RSL24D1	0	0.10942069
LAMTOR3	0	0.172409813
NDOR1	0	0.432554425
LIMA1	0	-0.088212885
AFF4	0	0.01996945
SRP68	0	0.386851215
CHORDC1	0	0.595606153
TBK1	0	0.149427618
9-Sep	0	0.186119065
UBQLN2	0	0.17544966
TRPS1	0	0.520963595
PCYOX1	0	0.439329968
DDX20	0	0.381116545
SFMBT1	0	0.254583178
SHPK	0	0.19134049
AMACR	0	0.198358205
DPP7	0	0.259824565
GTF2IRD1	0	0.269051718
POLG2	0	0.536211855
TMEM2	0	0.097178988
USP25	0	0.254900105
BCAP29	0	0.692263943
CYB5R1	0	0.173008278
BAIAP2L1	0	-0.00277178
SAP30BP	0	0.252557073
MED13	0	0.333860088
PFDN2	0	0.376957985
SLC12A6	0	0.031640553
PUF60	0	0.262231503
NRBP1	0	0.215151765
ENOPH1	0	0.259173543
FEZ2	0	0.068447033
NDUFA12	0	0.126350633
EIF2B4	0	0.076056843
ATP6V1H	0	0.043961468
RABAC1	0	0.295304543
IPO11	0	0.274609193
TRMT112	0	1.048097283
FTSJ2	0	0.265698495
XPO7	0	0.046000748
LCMT1	0	0.485334345
VPS51	0	0.012626723
BAZ2B	0	0.38468162
BAZ2A	0	0.16080001
BAZ1B	0	0.239207078
ATPIF1	0	0.107708675
AK3	0	0.383839343
SCOC	0	0.32657821
LNPEP	0	0.16222127
MBD1	0	0.032120428
CNOT7	0	-0.056307718
PLXNA1	0	0.035874875
GGT7	0	0.023324555
RABGEF1	0	0.290919748
NAGK	0	0.032631983
HACL1	0	0.177588383
TRMT6	0	0.399765338
HOOK1	0	0.040462945
SH3BGRL2	0	0.195463955
RASAL2	0	0.139881823
GNPTG	0	0.09157818
SLC25A13	0	0.258743033
ZNF112	0	0.158771165
DBNL	0	0.24896797
DDX41	0	0.253092173
DCTN4	0	0.142309618
CDC23	0	0.24890764
ANAPC7	0	0.04545208
ANAPC4	0	1.09124849
ANAPC2	0	0.040262225
HSPB8	0	-0.013607933
GGA2	0	0.184335618
GGA1	0	0.02594431
STOML2	0	0.102364933
NAGPA	0	0.204666688
TMEM59L	0	0.002160423
VPS28	0	0.19180907
LSM7	0	0.06957904
ING1	0	0.22700719
DBR1	0	0.21437289
FAM208A	0	0.012028868
HN1	0	0.302694135
FBXL4	0	0.924057458
PTBP2	0	0.392588195
FBXL2	0	0.285789708
GMEB2	0	0.366966083
MRTO4	0	0.09494529
TNIK	0	0.108590405
CPSF3	0	0.023336358
APPL1	0	0.047235115
TLK1	0	0.065880368
GPATCH8	0	0.145837155
PARP4	0	0.186502563
NXT1	0	0.12594265
NUDT5	0	0.031173638
RCOR1	0	0.035967885
PCTP	0	0.153759478
MAN1B1	0	0.457107115
RALY	0	0.089849103
GTF3C4	0	0.12089948
PACSIN3	0	0.05405211
IKZF2	0	0.011913448
ACAD8	0	0.28732887
ACIN1	0	0.004762345
AMFR	0	0.353846373
AGO2	0	0.176330793
NUP50	0	0.038444353
ZHX1	0	0.101495803
CDV3	0	0.12358587
CNOT11	0	0.204578938
INTS6	0	0.098120058
BAG5	0	0.244596303
AGO1	0	0.542678745
RAB21	0	0.219304345
RAB22A	0	0.295961473
TRAPPC2L	0	0.944172433
ZNF236	0	0.206677443
ZNF346	0	0.007807025
BLOC1S6	0	0.38024872
PSME2	0	0.482295433
TMPRSS11E	0	0.072506765
TAOK2	0	0.159440295
DNPEP	0	0.005382593
RAB23	0	0.263689093
MCTS1	0	0.232119493
ACSL5	0	0.40646172
OGDHL	0	0.369550558
MTUS1	0	0.228956953
ZNF608	0	0.019670088
WWC3	0	0.05130068
PALD1	0	0.038183465
SLC39A10	0	0.346269668
INO80	0	0.16212608
CCPG1	0	0.093847125
KIDINS220	0	0.072538438
MKL2	0	0.18206378
ATAD2B	0	0.307774718
KIF26A	0	0.389752215
ZMIZ1	0	0.094424705
ANKRD50	0	0.059477375
PPP1R9A	0	-0.064088873
MED23	0	0.410162035
VANGL2	0	0.558631748
PLEKHG1	0	0.011570943
PRR12	0	0.14861875
SHROOM4	0	0.328434055
YEATS2	0	0.36281819
ISY1	0	0.133042293
PPM1H	0	0.15098588
TTC7A	0	0.242556793
HECTD1	0	0.18989285
ZMYND8	0	0.259989343
MYO5B	0	0.05223949
CIZ1	0	0.22138346
CORO1C	0	-0.021412783
TPX2	0	0.340307913
ABT1	0	0.126236235
NOB1	0	0.27115985
AKAP8L	0	0.242032945
TMCO1	0	0.123576655
EPDR1	0	0.247025945
NOTCH3	0	-0.024399448
MYO6	0	0.200965935
ICAM5	0	-0.070948505
KMT2B	0	0.124015153
DDX19B	0	0.827159615
NFU1	0	0.122885248
PRPF19	0	0.195165303
UBQLN1	0	0.094188683
NENF	0	0.03672162
NOL7	0	0.41598071
SNX12	0	0.325805163
SYNRG	0	-0.030420155
VPS4A	0	0.146989003
SLC6A14	0	0.055368393
L1RE1	0	0.12114271
G3BP2	0	0.272461263
STUB1	0	0.036844528
PACSIN2	0	0.05788262
MAGED2	0	0.075804013
SNX7	0	0.200444838
SNX6	0	0.119290175
DUSP12	0	0.196967508
STX8	0	0.330455465
SSR3	0	0.547385118
ING4	0	0.008305688
PSMD13	0	0.356101023
FAF1	0	0.580498388
ST3GAL5	0	0.395666618
PPIE	0	0.165574628
DIMT1	0	0.181730888
TIMELESS	0	0.28095251
COPS3	0	0.061653388
MINPP1	0	0.142687888
RPL26L1	0	-0.0276507
WDR3	0	0.155034383
TTF2	0	0.148975348
NSFL1C	0	0.073353233
C19ORF53	0	-0.05406847
FZD1	0	0.459370485
COG5	0	0.105723975
SLC12A4	0	0.082998653
MACF1	0	0.052137965
CEP131	0	0.024936075
SCAF8	0	0.104118918
PPP6R1	0	0.401217938
TRIM33	0	0.06922501
PHF8	0	0.163930033
LIMCH1	0	0.030059828
PDZRN3	0	0.085027848
TNRC6B	0	0.15868179
SMG5	0	0.23927802
SETD1B	0	0.12291593
ANKRD26	0	0.534798298
EXOC7	0	0.225516023
ZC3H4	0	0.030103855
USP22	0	0.21751849
USP24	0	0.142001365
CEP164	0	0.29802793
FOXJ3	0	0.912574338
SHANK2	0	0.068934813
DICER1	0	0.073476845
WASF3	0	0.640473083
SHOC2	0	0.140249488
SRRM2	0	0.012409018
MGAT4B	0	0.387922488
PA2G4	0	0.16125071
SPG7	0	0.111943275
BAIAP2	0	0.375683055
SMC3	0	0.020120673
CHMP2B	0	0.08708602
ZNF148	0	0.09401929
LAMP3	0	0.293098035
TRPC6	0	0.186982413
MTMR6	0	0.158136858
NIP7	0	0.1228921
GNE	0	0.450012013
C14ORF166	0	0.093944218
ENTPD4	0	0.11062889
RUVBL2	0	0.23721736
CDYL	0	0.194314463
PIN4	0	1.085714465
HIGD1A	0	0.79955692
HPSE	0	0.189982503
RNF6	0	0.380608163
FOXA2	0	0.03545907
EIF3L	0	0.16599001
PLAA	0	0.196477158
RUVBL1	0	0.01277095
NUDC	0	0.161661748
BCS1L	0	0.1534566
VDAC3	0	0.154751248
CFL2	0	0.037657663
ERGIC3	0	0.254027118
FARSA	0	0.365974913
ITM2B	0	0.346247828
SLC5A6	0	0.281456305
MRPS33	0	0.211286595
ASF1A	0	0.10234833
DRG1	0	0.210844633
TRAPPC4	0	0.492071415
NCKAP1	0	0.15640252
CNPY2	0	0.117733653
EXOG	0	0.014780575
CA5B	0	0.134860335
EXOC6B	0	0.048129018
AKAP2	0	-0.20545998
ZNF652	0	0.172328345
DIP2C	0	0.257054245
MAN2B2	0	0.050274233
ATP11B	0	0.16232486
POFUT2	0	0.570849173
DNAJC16	0	0.105474528
DLGAP4	0	0.163379465
STK38L	0	0.17126217
INPP5F	0	1.146376285
FNDC3A	0	0.24624014
NISCH	0	-0.036084028
NINL	0	0.35403648
PIKFYVE	0	0.157415653
WDR37	0	0.062450163
TBC1D30	0	0.033452735
EPB41L3	0	0.290510395
ZBTB1	0	0.0337466
KDM2A	0	0.19647472
DIS3	0	0.082815023
TRAPPC8	0	0.117026505
RCL1	0	0.592079778
ATP8A1	0	0.172730885
GSTK1	0	0.175519685
LAMTOR2	0	0.014867838
MRPS28	0	0.169183393
COA3	0	0.413866313
DDX52	0	0.086105075
MRPS17	0	0.121115228
MRPS7	0	0.17317377
CRYL1	0	0.224167363
TMA7	0	0.13121726
POLDIP2	0	0.10405888
AP3M1	0	0.184272005
MAP3K2	0	0.06903137
LEMD3	0	0.106227888
KLHDC2	0	0.131194643
CARHSP1	0	0.13930945
COG6	0	0.14973159
THRAP3	0	0.142645823
WBP11	0	0.036527325
TDRKH	0	-0.016539015
MED16	0	0.401098135
NOP58	0	0.15867969
GIT1	0	0.183090385
ZNF281	0	0.301085555
ARL2BP	0	0.224404468
POLR3K	0	0.128031515
SUGT1	0	0.18602465
MTO1	0	0.149561308
YARS2	0	0.308087603
COQ6	0	0.14456608
AMDHD2	0	0.09872761
ACOT9	0	0.194959078
NOSIP	0	0.026348713
DERA	0	0.27741193
MEMO1	0	0.19538559
TMX2	0	0.165918608
FCF1	0	0.225860075
ZBTB12	0	0.226055318
LSM2	0	0.20147194
SNX24	0	0.322794698
STARD10	0	0.118316488
SH3GLB1	0	0.069787338
NDUFAF1	0	0.73684356
CAB39	0	0.636321165
LUC7L2	0	0.121258928
UBE2J1	0	-0.003541263
RBMX2	0	0.055454463
DHRS7	0	0.698513075
ZDHHC9	0	0.119488575
MRPS2	0	0.161321883
COQ4	0	0.004025458
UTP11L	0	0.113848923
MOB4	0	0.093600188
RRP7A	0	0.869562133
SBDS	0	0.18940381
TMED5	0	0.772819375
EXOSC1	0	0.093771903
TMED7	0	0.262204343
SF3B6	0	0.197335893
MRPL11	0	0.092884415
REXO2	0	0.298169418
RRP15	0	0.232052655
CCDC53	0	-0.000853863
NOP16	0	0.098167398
TPRKB	0	0.445521993
PPIL1	0	0.129263563
MED31	0	0.608705828
UFC1	0	0.128944065
FAM96B	0	0.755788398
MSRB2	0	0.033898865
MRPS16	0	0.060126355
MRPS18C	0	0.256121218
FIS1	0	0.162151228
PAM16	0	0.200441378
AK6	0	0.18146669
MRPS23	0	0.184391638
GOLT1B	0	0.225434643
HDGFRP3	0	0.818814915
BOLA1	0	0.115049008
PTRH2	0	0.206602258
CHMP3	0	0.163505223
STRAP	0	0.0896305
RTCB	0	0.16805027
FBXO7	0	0.437435693
RAP2C	0	0.28663623
RHBDD3	0	0.784787395
RABGAP1	0	0.296392313
TMED3	0	0.233355678
TSC22D4	0	0.04710251
GRIP1	0	0.247171398
DOPEY2	0	0.148851563
WNK2	0	0.031551185
ZNF330	0	0.092108253
R3HCC1	0	0.020692538
NOC2L	0	0.288488463
RPL36	0	0.08027871
CCDC9	0	0.046718663
CHTOP	0	-0.01310938
SAMHD1	0	0.06224101
PKP3	0	0.098589148
HBS1L	0	0.054307333
PRKAB1	0	0.13354911
MTF2	0	0.081337173
WDR45	0	0.505422643
DMXL1	0	0.129350973
ATP6V0A2	0	0.376003533
TLN1	0	0.111204878
KIF3A	0	0.119022125
TRRAP	0	0.06329116
RAD54L2	0	0.116813125
VPRBP	0	0.121665065
KDM3A	0	0.668000048
TCAF1	0	0.128097845
MFHAS1	0	0.10635161
RBM19	0	0.11639644
DAAM1	0	0.062314875
PLXND1	0	0.369230208
HECTD4	0	0.018354248
ZNF451	0	0.380641433
WDR7	0	0.445354195
USP15	0	0.288966135
FARP1	0	0.375681758
CEP170B	0	0.04542347
TLN2	0	0.154356363
IRS2	0	-0.01436945
MYO5A	0	0.040394393
TRAF6	0	0.065158785
MAP4K5	0	0.104666988
HYOU1	0	0.279882298
RNF115	0	0.242842823
ATG4B	0	0.097403735
TBL2	0	0.413670095
WIPI2	0	0.419707813
TELO2	0	0.430035135
LAS1L	0	0.21714804
AFG3L2	0	0.256043793
ARIH1	0	0.041306958
LSM4	0	0.00740935
RNF114	0	0.609700188
SAMM50	0	0.277470098
PRRC2C	0	0.009153073
OARD1	0	0.169569653
PPIAL4A	0	0.496586158
PPME1	0	0.21998554
RBM7	0	0.19334428
TIMM22	0	0.08154289
NUB1	0	0.292681428
YTHDF2	0	0.218993598
CTDP1	0	0.15005981
PAXBP1	0	0.236422473
NME7	0	0.060079023
SUPT16H	0	0.184592765
PCDHB3	0	0.532818908
PCDHGB2	0	0.233879043
PCDHA5	0	0.157477645
PCDHA2	0	0.173223063
UTP18	0	0.144499038
PHLDA3	0	0.035454783
TIMM10B	0	0.166670785
TIMM9	0	0.46601471
TIMM8B	0	0.133442813
UCHL5	0	0.097004515
CD2AP	0	0.176907673
ATP6V1D	0	0.347547683
TNPO3	0	0.118458093
HILPDA	0	0.47948264
TIMM13	0	0.18778342
SRPRB	0	0.218396245
N6AMT1	0	0.2968792
COL4A3BP	0	0.097030915
GMPPB	0	0.218601208
GTF3C5	0	0.069601898
GTF3C3	0	0.211109533
TRAPPC1	0	0.062965165
CDC42BPB	0	0.00974817
RBM8A	0	0.191208993
DNAJC15	0	0.399591593
USP16	0	0.253838563
TSSC4	0	0.394574968
ZNF706	0	0.15366301
MAGED1	0	0.213808445
WIF1	0	0.75920118
SNX14	0	0.390099693
SNX13	0	1.20013029
SNX9	0	0.138248693
SNX8	0	0.64289254
SNX5	0	0.18918783
FLVCR1	0	0.208195455
NUBP2	0	0.09257564
PEX16	0	0.341784815
ST14	0	0.144662093
HEBP2	0	0.22143973
PUS1	0	0.094121505
LRRFIP2	0	0.055120965
FHOD1	0	0.06990512
PSAT1	0	0.213249973
NCOR2	0	0.11374013
SLC25A15	0	0.11339798
F11R	0	0.114615375
NPTN	0	0.216974113
CPQ	0	0.263739318
GPR56	0	0.554329455
SPIN1	0	0.170889163
SLC12A7	0	0.161688008
ALG5	0	0.235977055
MRPS18B	0	0.157348485
COPG1	0	0.039027468
AUP1	0	0.161392953
FKBP7	0	0.666773948
GMEB1	0	0.164037603
CLIC4	0	0.16335306
NFS1	0	0.138055693
POMT1	0	1.18683577
CFAP20	0	0.139179635
SPCS1	0	1.081696203
SAR1B	0	0.832491195
MTCH2	0	0.079824393
SELK	0	0.122997615
ARFGEF2	0	0.186102488
ARFGEF1	0	0.115872198
MAD1L1	0	0.075671803
STK24	0	0.318332603
BZW2	0	0.142486865
MRPL42	0	-0.004169013
COMMD10	0	0.273547313
DYNC1LI1	0	0.11047734
XRCC6BP1	0	0.254866665
EPN1	0	-0.018021075
USP3	0	0.253914253
TEX264	0	0.297465593
CABIN1	0	0.152977415
TAF6L	0	0.32669298
CEPT1	0	0.199747773
DNMT3A	0	0.331025275
IKBKG	0	0.041793963
IGF2BP2	0	0.322438978
CSNK1G3	0	0.24088351
SLC30A1	0	0.141955653
SLC4A7	0	0.07975067
NDUFB9	0	0.194602648
COX11	0	0.177362053
SQRDL	0	0.260728738
ROBO1	0	0.409013165
AP1M2	0	0.084818188
NUMBL	0	0.31731593
SLC4A4	0	0.151437973
MAP3K4	0	0.149734663
CCDC61	0	0.223578203
SCIN	0	0.16800344
PCLO	0	0.327406473
DDX49	0	0.122402758
CAPN7	0	0.097771918
WASF2	0	-0.033208893
MAU2	0	0.585192858
FAM169A	0	0.87085077
ENPP4	0	0.432535153
ZHX2	0	0.132278013
MORC2	0	0.016522353
SEC23IP	0	-0.01552215
